ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Number,Street,City,County,State,Zipcode,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Astronomical_Twilight
A-515376,2,3/5/2019 11:32,3/5/2019 12:01,40.753181,-74.297318,0,Accident on CR-510 South Orange Ave at Brookside Dr.,,Brookside Dr,Millburn,Essex,NJ,7041,3/5/2019 11:51,28,17.5,45,30.05,10,SW,12.7,,Day
A-515378,2,3/5/2019 11:38,3/5/2019 12:07,40.88258,-74.731041,0,Accident on Woodland Ave at US-46.,199,Woodland Ave,Budd Lake,Morris,NJ,7828,3/5/2019 11:54,21.9,12.5,53,30.05,,SSW,8.1,,Day
A-515380,3,3/5/2019 11:50,3/5/2019 12:19,40.85363,-73.962395,0.970000029,Left lane blocked due to accident on I-95 George Washington Bridge Upper Level Toll Plaza Northbound from Exit 72 Fletcher Avenue to Palisades Interstate Parkway.,,I-95 N,Fort Lee,Bergen,NJ,7024,3/5/2019 11:51,28,19.3,43,30.04,10,WNW,9.2,,Day
A-515388,2,3/5/2019 13:34,3/5/2019 14:03,39.862648,-75.100296,0,Left hand shoulder closed and right hand shoulder closed due to accident on NJ-42 Northbound at Exit 14 Leaf Ave.,,N South Fwy N,Bellmawr,Camden,NJ,8031,3/5/2019 13:54,32,22.5,35,30.02,10,SW,12.7,,Day
A-515393,2,3/5/2019 16:03,3/5/2019 16:32,40.744518,-74.06266,0,Right lane closed due to accident on US-1-9 Tonnele Ave Southbound at Allen St.,396,Tonnele Ave,Jersey City,Hudson,NJ,07306-4912,3/5/2019 15:56,35.1,27.4,39,29.96,10,WSW,10.4,,Day
A-515397,2,3/5/2019 16:09,3/5/2019 16:53,40.694927,-74.117264,0,Right hand shoulder blocked due to accident on I-95 New Jersey Turnpike Northbound at Exit 14 I-78.,,Casciano Memorial Bridge,Bayonne,Hudson,NJ,7002,3/5/2019 15:51,30.9,19.8,43,29.95,10,SW,16.1,,Day
A-515399,2,3/5/2019 16:33,3/5/2019 17:02,39.942028,-74.976685,0,Left lane closed due to accident on NJ-73 Northbound at NJ-38.,2844,State Highway 73,Maple Shade,Burlington,NJ,08052-2042,3/5/2019 16:54,33.1,27.7,37,29.96,10,West,5.8,,Day
A-515402,3,3/5/2019 17:00,3/5/2019 17:29,40.752502,-74.112595,0,Left lane blocked due to accident on New Jersey Turnpike Northbound at Exit 15W I-280.,,New Jersey Tpke N,Kearny,Hudson,NJ,7032,3/5/2019 16:51,30,17.9,43,29.94,10,WSW,18.4,,Day
A-515413,2,3/5/2019 19:52,3/5/2019 20:21,39.826805,-75.085022,0,Right hand shoulder closed due to accident on NJ-42 Southbound at Exit 12 Deptford Center Rd.,,N South Fwy S,Woodbury,Gloucester,NJ,8096,3/5/2019 19:54,30.9,26.2,42,29.99,10,NNW,4.6,,Night
A-517768,2,3/6/2019 6:29,3/6/2019 7:29,39.758869,-75.29187,0,Accident on US-322 at CR-551 Kings Hwy.,299,Kings Hwy,Swedesboro,Gloucester,NJ,8085,3/6/2019 6:54,19.9,6.7,46,30.19,10,WNW,13.8,,Day
A-517770,3,3/6/2019 6:34,3/6/2019 7:17,40.832249,-74.438484,0,2 left lane closed due to accident on I-287 Northbound after Exit 39 NJ-10.,,I-287 N,Cedar Knolls,Morris,NJ,7927,3/6/2019 6:35,15.8,8.6,62,30.12,10,West,4.6,,Day
A-517783,3,3/6/2019 7:20,3/6/2019 8:05,40.594234,-74.234665,0,Center lane blocked due to accident on I-95 NJ Tpke (Inner Roadway) Northbound before Exit 12 CR-602 Roosevelt Ave.,,New Jersey Tpke N,Carteret,Middlesex,NJ,7008,3/6/2019 7:15,18.5,9.3,54,30.15,10,WNW,6.9,,Day
A-517788,2,3/6/2019 7:34,3/6/2019 8:34,40.48835,-74.862663,0,Left lane blocked due to accident on US-202 Southbound after Johanna Farms Rd.,1,Johanna Farms Rd,Ringoes,Hunterdon,NJ,08551-2007,3/6/2019 7:53,18,7.7,57,30.16,10,WNW,8.1,,Day
A-517794,2,3/6/2019 7:43,3/6/2019 8:42,40.83757,-74.823357,0,Accident on NJ-182 Mountain Ave near Shelly Ave.,194,Shelly Dr,Hackettstown,Warren,NJ,07840-2520,3/6/2019 7:54,15.1,7.7,54,30.16,,Variable,4.6,,Day
A-517796,3,3/6/2019 7:20,3/6/2019 8:05,40.594234,-74.234665,0,Right hand shoulder blocked due to accident on I-95 NJ Tpke (Outer Roadway) Northbound after Exit 12 CR-602 Roosevelt Ave.,,New Jersey Tpke N,Carteret,Middlesex,NJ,7008,3/6/2019 7:15,18.5,9.3,54,30.15,10,WNW,6.9,,Day
A-517798,2,3/6/2019 7:49,3/6/2019 8:27,40.170509,-74.092621,0,Left hand shoulder closed due to accident on NJ-138 Westbound near Allenwood Rd.,3400,State Highway 138,Wall Township,Monmouth,NJ,07719-9676,3/6/2019 7:56,19.9,6.7,55,30.18,10,WNW,13.8,,Day
A-517808,2,3/6/2019 8:12,3/6/2019 8:33,39.847176,-75.096687,0,Right hand shoulder closed due to accident on NJ-42 Northbound at Exit 13 NJ-55.,806,Raspberry Cir,Woodbury,Gloucester,NJ,08096-5177,3/6/2019 7:54,19.9,5.7,46,30.22,10,WNW,16.1,,Day
A-517809,2,3/6/2019 8:11,3/6/2019 8:31,40.538956,-74.298035,0,Left lane blocked due to accident on Garden State Pkwy (Express Lanes) Northbound at Exit 129 I-95.,,Hoover Way,Woodbridge,Middlesex,NJ,7095,3/6/2019 8:15,19.9,7.3,51,30.16,10,WNW,12.7,,Day
A-517813,2,3/6/2019 8:17,3/6/2019 9:17,40.426609,-74.197876,0,Accident on NJ-36 at Main St.,28,State Highway 36,Hazlet,Monmouth,NJ,07730-1750,3/6/2019 8:15,19.9,7.3,51,30.16,10,WNW,12.7,,Day
A-517814,2,3/6/2019 8:24,3/6/2019 9:31,40.277119,-74.780502,0,Right lane closed due to accident on NJ-31 Pennington Rd Southbound at CR-636 Ewingville Rd.,2093,Pennington Rd,Trenton,Mercer,NJ,8638,3/6/2019 8:53,19,6.1,52,30.18,10,WNW,12.7,,Day
A-517815,2,3/6/2019 8:25,3/6/2019 9:33,40.562897,-74.322998,0,Left and center lane blocked due to accident on Garden State Pkwy Northbound at Exit 131.,,Garden State Pkwy S,Iselin,Middlesex,NJ,8830,3/6/2019 8:15,19.9,7.3,51,30.16,10,WNW,12.7,,Day
A-517817,3,3/6/2019 8:30,3/6/2019 9:25,40.700909,-74.136856,0,Left lane blocked due to accident on I-78 NJ Tpke (Hudson County Ext) Eastbound after I-95.,,Casciano Memorial Bridge,Newark,Essex,NJ,7114,3/6/2019 8:51,21,6.6,46,30.16,10,West,17.3,,Day
A-517823,3,3/6/2019 8:54,3/6/2019 9:23,40.856766,-73.961105,1.710000038,Right lane blocked due to accident on I-95 Southbound between Exit 1 NY-9A Henry Hudson Pkwy and Exit 74 Palisades Interstate Pkwy.,,Palisades Interstate Pkwy N,Fort Lee,Bergen,NJ,7024,3/6/2019 8:51,21.9,9.2,44,30.14,10,WNW,13.8,,Day
A-517825,2,3/6/2019 9:08,3/6/2019 9:38,40.852009,-74.175072,0,Right lane blocked due to accident on NJ-3 Westbound near Garden State Pkwy.,,State Route 3,Clifton,Passaic,NJ,7012,3/6/2019 8:51,21.9,9.2,44,30.14,10,WNW,13.8,,Day
A-517827,2,3/6/2019 9:10,3/6/2019 9:39,40.85495,-74.82634,0,Accident on Franklin St at Lafayette St.,202,Lafayette St,Hackettstown,Warren,NJ,07840-1917,3/6/2019 8:54,17.1,7.6,47,30.17,,Variable,6.9,,Day
A-517830,3,3/6/2019 9:16,3/6/2019 9:45,40.667374,-74.18029,0,Left lane blocked due to accident on I-95 New Jersey Turnpike Inner Roadway Northbound after Exit 13A NJ-81.,,New Jersey Tpke S,Elizabeth,Union,NJ,7201,3/6/2019 8:51,21,6.6,46,30.16,10,West,17.3,,Day
A-517831,2,3/6/2019 9:14,3/6/2019 9:44,40.66872,-74.217407,0,Accident pedestrian involved on NJ-27 Westfield Ave at CR-629 Morris Ave.,298,Morris Ave,Elizabeth,Union,NJ,07208-3607,3/6/2019 8:51,21,6.6,46,30.16,10,West,17.3,,Day
A-517833,3,3/6/2019 9:16,3/6/2019 9:46,40.85363,-73.962395,0,Right lane blocked due to accident on I-95 George Washington Bridge Northbound near New Jersey Side Upper Level.,,I-95 N,Fort Lee,Bergen,NJ,7024,3/6/2019 8:51,21.9,9.2,44,30.14,10,WNW,13.8,,Day
A-517835,2,3/6/2019 9:31,3/6/2019 10:01,40.828899,-74.584831,0,Accident and fallen power cables on CR-617 Sussex Tpke at Calais Rd.,1268,Sussex Tpke,Randolph,Morris,NJ,07869-2908,3/6/2019 9:50,21.2,7.3,46,30.15,10,WNW,16.1,,Day
A-517836,2,3/6/2019 9:35,3/6/2019 10:05,40.675652,-75.160538,0,Accident on Russell Ave at Zellers Aly.,402,Russell Ave,Phillipsburg,Warren,NJ,08865-3944,3/6/2019 9:51,21,8.1,48,30.19,10,West,13.8,,Day
A-517838,3,3/6/2019 9:44,3/6/2019 10:13,40.711788,-74.197861,0.25999999,Entry ramp to I-78 Eastbound from Elizabeth Avenue lane blocked due to accident.,,I-78 W,Newark,Essex,NJ,7112,3/6/2019 9:51,23,8,39,30.15,10,WNW,20.7,,Day
A-517839,2,3/6/2019 9:45,3/6/2019 10:14,40.732124,-74.12487,0,Right hand shoulder blocked due to accident on I-95 New Jersey Turnpike Eastern Spur Northbound before Exit 15E US-1-9.,,New Jersey Tpke S,Newark,Essex,NJ,7105,3/6/2019 9:51,23,8,39,30.15,10,WNW,20.7,,Day
A-517840,2,3/6/2019 9:48,3/6/2019 10:18,40.832279,-74.576103,0,Accident and fallen power cables on Carrell Rd at Ardsley Ct.,1,Ardsley Ct,Randolph,Morris,NJ,07869-2957,3/6/2019 9:50,21.2,7.3,46,30.15,10,WNW,16.1,,Day
A-517841,2,3/6/2019 9:58,3/6/2019 10:28,40.730839,-74.111092,0,Left lane blocked due to accident on US 1&9 Truck Route Southbound at Jacobus Ave.,,Lincoln Hwy,Kearny,Hudson,NJ,7032,3/6/2019 9:51,23,8,39,30.15,10,WNW,20.7,,Day
A-517843,2,3/6/2019 10:02,3/6/2019 10:31,40.782089,-74.315353,0,Accident on CR-649 Livingston Ave at Civic Center Rd.,7,Civic Center Rd,Livingston,Essex,NJ,7039,3/6/2019 9:50,21.2,7.3,46,30.15,10,WNW,16.1,,Day
A-517844,3,3/6/2019 10:00,3/6/2019 10:29,40.85363,-73.962395,0.970000029,Center lane blocked due to accident on I-95 George Washington Bridge Upper Level Northbound from Exit 72 Fletcher Avenue to Palisades Interstate Parkway.,,I-95 N,Fort Lee,Bergen,NJ,7024,3/6/2019 9:51,21.9,9.2,42,30.14,10,NW,13.8,,Day
A-517847,2,3/6/2019 10:41,3/6/2019 11:11,40.122009,-74.048721,0,Accident on NJ-71 Union Ave at Main St.,2,Taylor Ave,Manasquan,Monmouth,NJ,08736-3030,3/6/2019 10:56,24.1,9,38,30.18,10,WNW,21.9,,Day
A-517848,2,3/6/2019 10:50,3/6/2019 11:20,40.926601,-74.1493,0,Fuel spillage on 23rd St at 9th Ave.,330,9th Ave,Paterson,Passaic,NJ,07514-2311,3/6/2019 10:51,23,10.1,40,30.14,10,NW,15,,Day
A-517852,2,3/6/2019 11:35,3/6/2019 12:05,40.786652,-75.116127,0,Accident on Foul Rift Rd at CR-622 Roxburg Station Rd.,96,Roxburg Station Rd,Phillipsburg,Warren,NJ,08865-9566,3/6/2019 11:51,23,11.7,44,30.18,10,West,11.5,0,Day
A-517857,3,3/6/2019 11:59,3/6/2019 12:28,40.538956,-74.298035,0,One lane blocked due to accident on I-95 New Jersey Turnpike Southbound at Exit 11 Garden State Pkwy.,,Hoover Way,Woodbridge,Middlesex,NJ,7095,3/6/2019 11:35,24.4,11,42,30.16,10,NW,17.3,,Day
A-517858,2,3/6/2019 12:34,3/6/2019 13:03,40.125351,-74.701057,0.959999979,Exit ramp from New Jersey Tpke Southbound at Exit 7 to US-206 lane blocked due to accident.,,New Jersey Tpke S,Bordentown,Burlington,NJ,8505,3/6/2019 12:53,21.9,7.8,46,30.16,10,WNW,17.3,,Day
A-517863,3,3/6/2019 13:24,3/6/2019 13:53,40.856766,-73.961105,1.710000038,Right lane closed due to accident on I-95 Southbound from Exit 1 NY-9A Henry Hudson Pkwy to Exit 74 Palisades Interstate Pkwy.,,Palisades Interstate Pkwy N,Fort Lee,Bergen,NJ,7024,3/6/2019 13:05,25,11.3,37,30.12,10,WNW,18.4,,Day
A-517866,2,3/6/2019 14:02,3/6/2019 14:31,40.908165,-74.173218,0,Right lane closed due to accident on NJ-19 Eastbound at I-80.,,Bergen Passaic Expy W,Paterson,Passaic,NJ,7501,3/6/2019 13:53,24.1,12.5,37,30.15,10,WNW,12.7,,Day
A-517877,3,3/6/2019 16:08,3/6/2019 17:23,40.650795,-74.754761,0,Lane blocked due to accident on I-78 Westbound at Exit 24 CR-523 Oldwick Rd.,,I-78 W,Lebanon,Hunterdon,NJ,8833,3/6/2019 15:53,25,15.5,41,30.16,10,West,9.2,,Day
A-517885,3,3/6/2019 17:32,3/6/2019 18:02,40.714485,-74.282913,0,Slow traffic due to accident on I-78 Westbound at Exits 50A 50B CR-633 Burnet Ave.,,I-78 W,Union,Union,NJ,7083,3/6/2019 17:51,24.1,12,40,30.18,10,WNW,13.8,,Day
A-517890,2,3/6/2019 20:24,3/6/2019 21:23,40.725422,-74.181717,0,Accident on Thomas St at Clinton Ave.,1,Thomas St,Newark,Essex,NJ,07114-1918,3/6/2019 20:51,21.9,11,53,30.25,10,WNW,10.4,,Night
A-517894,2,3/6/2019 23:24,3/7/2019 0:23,40.222584,-74.720345,0,Accident on Liberty St at CR-606 Hamilton Ave.,1679,Hamilton Ave,Trenton,Mercer,NJ,08629-1415,3/6/2019 23:53,18,12.7,54,30.28,10,WNW,3.5,,Night
A-520314,2,3/7/2019 3:44,3/7/2019 4:13,40.424797,-74.220261,0,Accident on Garden State Pkwy Express Lane Southbound near NJ-36.,,Garden State Pkwy S,Matawan,Monmouth,NJ,7747,3/7/2019 3:35,17.6,,48,30.29,10,Calm,,,Night
A-520316,3,3/7/2019 6:05,3/7/2019 6:34,40.657227,-74.187981,0,Accident on New Jersey Tpke Southbound after Exit 13A NJ-81.,,New Jersey Tpke S,Elizabethport,Union,NJ,7206,3/7/2019 5:51,18,11.1,45,30.3,10,West,4.6,,Day
A-520333,2,3/7/2019 7:43,3/7/2019 8:12,40.527752,-74.355232,0,Right lane closed due to accident on US-1 Southbound at I-287.,,US Highway 1,Edison,Middlesex,NJ,8837,3/7/2019 7:35,18.7,,53,30.33,10,Calm,,,Day
A-520339,2,3/7/2019 8:01,3/7/2019 8:30,40.921082,-74.073746,0,Right lane closed due to accident on NJ-17 Southbound near NJ-4.,,W State Route 4,Paramus,Bergen,NJ,7652,3/7/2019 7:51,21,11.4,50,30.31,10,WSW,8.1,,Day
A-520340,2,3/7/2019 8:02,3/7/2019 8:32,40.182693,-74.723419,0,Right hand shoulder closed due to accident on NJ-29 Northbound after Exit 60A-B I-295.,,I-295 S,Trenton,Mercer,NJ,8610,3/7/2019 7:53,21,13.4,63,30.31,10,WSW,5.8,,Day
A-520346,2,3/7/2019 8:11,3/7/2019 8:41,40.930443,-74.590271,0,Left lane closed due to accident on NJ-15 Southbound at CR-699 Berkshire Valley Rd.,683,Berkshire Valley Rd,Wharton,Morris,NJ,07885-1208,3/7/2019 7:45,15.8,4.2,68,30.31,10,WSW,9.2,,Day
A-520350,2,3/7/2019 8:23,3/7/2019 8:52,40.260975,-74.844345,0,Accident on I-95 Southbound before Exit 1 NJ-29 River Rd.,,NJ-29,Trenton,Mercer,NJ,8628,3/7/2019 8:53,24.1,13.1,55,30.31,10,WSW,11.5,,Day
A-520351,2,3/7/2019 8:26,3/7/2019 8:55,39.958271,-74.206284,0,One lane blocked due to accident on US-9 Garden State Pkwy Southbound at Exits 82 82A NJ-37.,,Garden State Pkwy S,Toms River,Ocean,NJ,8755,3/7/2019 8:56,27,18,53,30.37,10,WSW,9.2,,Day
A-520352,2,3/7/2019 8:31,3/7/2019 9:00,40.163857,-74.154465,0,Accident on I-195 Eastbound at Exits 31A 31B CR-547 Lakewood Farmingdale Rd.,,Lakewood Farmingdale Rd,Farmingdale,Monmouth,NJ,7727,3/7/2019 8:56,25,14.2,53,30.35,10,WSW,11.5,,Day
A-520353,2,3/7/2019 8:37,3/7/2019 9:07,40.921082,-74.073746,0,Right lane closed due to accident on NJ-17 Northbound near NJ-4.,,W State Route 4,Paramus,Bergen,NJ,7652,3/7/2019 8:51,23,10.1,55,30.31,10,WSW,15,,Day
A-520355,2,3/7/2019 8:39,3/7/2019 9:08,40.715843,-74.152245,0,Left lane closed due to accident on US-1-9 Northbound at Delancy St.,,Pulaski Skwy N,Newark,Essex,NJ,7105,3/7/2019 8:51,23,11.1,53,30.32,10,WSW,12.7,,Day
A-520358,3,3/7/2019 8:44,3/7/2019 9:14,40.135445,-74.715752,0,Left lane closed due to accident on I-295 Northbound at Exits 57 57B-A US-130.,,I-295 S,Bordentown,Burlington,NJ,8505,3/7/2019 8:53,24.1,13.1,55,30.31,10,WSW,11.5,,Day
A-520360,2,3/7/2019 8:46,3/7/2019 9:15,40.692196,-74.108307,0,Accident on New Jersey Turnpike - Hudson County Extension Eastbound before NJ-440 Bayonne Br.,,Casciano Memorial Bridge,Bayonne,Hudson,NJ,7002,3/7/2019 8:51,23,11.1,53,30.32,10,WSW,12.7,,Day
A-520362,2,3/7/2019 8:58,3/7/2019 9:28,40.199848,-74.75872,0,Left lane closed due to accident on NJ-29 Northbound at CR-650 Lalor St.,,John Fitch Pkwy S,Trenton,Mercer,NJ,8611,3/7/2019 8:53,24.1,13.1,55,30.31,10,WSW,11.5,,Day
A-520365,3,3/7/2019 9:41,3/7/2019 10:11,40.750156,-74.119957,0,Accident on I-95 Southbound at Exit 15W I-280.,,New Jersey Tpke N,Kearny,Hudson,NJ,7032,3/7/2019 9:51,26.1,14.5,51,30.3,10,WSW,13.8,,Day
A-520374,3,3/7/2019 11:48,3/7/2019 12:17,40.858074,-73.973633,2.869999886,1 toll lane blocked due to accident on George Washington Bridge Upper Level Northbound from Exit 1 NY-9A Henry Hudson Pkwy to Exits 72 72A 72B 73 73-74 I-95 Hov Ln.,,I-95 S,Fort Lee,Bergen,NJ,7024,3/7/2019 11:51,28,18.6,49,30.28,10,West,10.4,,Day
A-520376,3,3/7/2019 12:40,3/7/2019 13:09,39.708664,-75.446465,0,Right lane blocked due to accident on I-295 Southbound at Exit 4 NJ-48 Harding Hwy.,,Harding Hwy,Penns Grove,Salem,NJ,8069,3/7/2019 12:51,34,24.6,38,30.32,10,West,13.8,,Day
A-520378,3,3/7/2019 12:51,3/7/2019 13:51,40.552155,-74.411781,0,Accident on I-287 Eastbound at Exit 4 Durham Ave.,,I-287 S,South Plainfield,Middlesex,NJ,7080,3/7/2019 12:55,30.7,23.3,46,30.28,10,West,8.1,,Day
A-520384,2,3/7/2019 14:50,3/7/2019 15:19,40.890572,-74.003815,0,Left lane closed due to accident on NJ-4 Eastbound at CR-39 Teaneck Rd.,,State Route 4,Teaneck,Bergen,NJ,7666,3/7/2019 14:51,32,19.5,42,30.24,10,WNW,21.9,,Day
A-520389,2,3/7/2019 16:02,3/7/2019 16:32,39.987968,-74.210213,0,Right lane blocked due to accident on US-9 Garden State Pkwy Southbound at Exit 83 Garden State Pkwy.,,US-9 N,Toms River,Ocean,NJ,8753,3/7/2019 15:56,34,24.2,40,30.31,10,West,15,,Day
A-520396,2,3/7/2019 16:55,3/7/2019 17:24,40.986748,-74.16748,0,Accident on NJ-208 Southbound at CR-6 Cedarhill Ave.,,State Route 208,Wyckoff,Bergen,NJ,7481,3/7/2019 16:53,30,19.5,40,30.29,10,NW,13.8,,Day
A-520399,2,3/7/2019 17:14,3/7/2019 17:44,39.908943,-74.984146,0,Left hand shoulder closed due to accident on I-295 Southbound at Exits 34A 34B NJ-70 Marlton Pike.,,Marlton Pike E,Cherry Hill,Camden,NJ,8034,3/7/2019 16:54,33.1,26.1,40,30.3,10,WNW,8.1,,Day
A-520400,2,3/7/2019 17:21,3/7/2019 17:51,40.809219,-74.445564,0,Left lane closed due to accident on I-287 Eastbound at Exit 37 NJ-24.,5,Slattery Ln,Whippany,Morris,NJ,07981-1829,3/7/2019 17:50,28.4,23.3,55,30.29,10,NNW,4.6,,Day
A-520402,2,3/7/2019 17:42,3/7/2019 18:11,39.849373,-75.096237,0,Left hand shoulder closed due to accident on NJ-55 Northbound at NJ-42.,,N South Fwy S,Woodbury,Gloucester,NJ,8096,3/7/2019 17:54,34,26,38,30.32,10,WNW,10.4,,Day
A-520403,3,3/7/2019 18:04,3/7/2019 18:49,39.935215,-74.965454,0,Right hand shoulder blocked due to accident on I-295 Southbound at Exits 36A 36B NJ-73.,,I-295 S,Mount Laurel,Burlington,NJ,8054,3/7/2019 17:54,33.1,28.7,42,30.31,10,WNW,4.6,,Day
A-520404,3,3/7/2019 18:04,3/7/2019 18:48,40.767899,-74.226868,0,Right lane blocked due to accident on I-280 Eastbound after Exits 11A 11B Freeway Dr.,,I-280 W,Orange,Essex,NJ,7050,3/7/2019 17:51,30.9,21.7,42,30.29,10,WNW,11.5,,Day
A-520407,3,3/7/2019 18:43,3/7/2019 19:12,40.780994,-74.243294,0,Left lane closed due to accident on I-280 Eastbound at Exit 9 Brennan Dr.,,I-280 E,West Orange,Essex,NJ,7052,3/7/2019 18:53,28,24.2,47,30.34,10,WNW,3.5,,Day
A-520410,3,3/7/2019 19:08,3/7/2019 19:37,40.908688,-74.173958,0,Left lane closed due to accident on NJ-19 Westbound at I-80.,,Bergen Passaic Expy W,Paterson,Passaic,NJ,7501,3/7/2019 18:53,28,24.2,47,30.34,10,WNW,3.5,,Day
A-520412,2,3/7/2019 19:21,3/7/2019 19:50,40.647259,-74.287498,0,#2 left lane blocked due to accident on Garden State Pkwy Southbound at Exit 137 NJ-28 North Ave.,,Garden State Pkwy S,Cranford,Union,NJ,7016,3/7/2019 19:15,29.3,,47,30.33,10,Calm,,,Day
A-520413,2,3/7/2019 19:26,3/7/2019 19:55,40.758179,-74.05294,0,Entry ramp closed and right lane closed due to accident on US-1-9 Tonnele Ave Northbound at CR-678 5th St.,837,Tonnele Ave,Jersey City,Hudson,NJ,07307-3938,3/7/2019 19:51,30,,43,30.32,10,North,,,Night
A-520417,2,3/7/2019 20:27,3/7/2019 20:56,40.861759,-74.138039,0,Accident on CR-618 Paulison Ave at Oak St.,454,Paulison Ave,Passaic,Passaic,NJ,07055-3011,3/7/2019 20:51,28.9,25.2,47,30.34,10,North,3.5,,Night
A-520418,2,3/7/2019 20:27,3/7/2019 21:27,40.893295,-74.117302,0,Accident on US-46 Eastbound at Mill St.,209,US Highway 46,Elmwood Park,Bergen,NJ,07407-1932,3/7/2019 20:51,28.9,25.2,47,30.34,10,North,3.5,,Night
A-520422,2,3/7/2019 22:49,3/7/2019 23:34,40.603069,-74.476707,0,Right lane blocked due to accident on US-22 Eastbound at CR-529 Washington Ave.,156,US Highway 22,Green Brook,Somerset,NJ,08812-1902,3/7/2019 22:53,19,,85,30.38,10,Calm,,,Night
A-522739,2,3/8/2019 2:21,3/8/2019 2:51,39.375397,-74.432831,0,Left lane blocked due to accident on Atlantic City-Brigantine Conn Northbound before NJ-87 Huron Ave.,,Atlantic City Express-Brigantine Connector,Atlantic City,Atlantic,NJ,8401,3/8/2019 1:54,27,23,69,30.42,10,SW,3.5,,Night
A-522757,3,3/8/2019 7:08,3/8/2019 7:38,40.553417,-74.486061,0,Right lane blocked due to accident on I-287 Eastbound at Exit 8 Possumtown Rd.,,I-287 N,Piscataway,Middlesex,NJ,8854,3/8/2019 6:53,10.9,,92,30.42,7,North,,,Day
A-522767,2,3/8/2019 7:30,3/8/2019 8:30,40.64275,-74.904472,0,Right lane blocked due to accident on NJ-31 Southbound at Georges Pl.,1618,State Highway 31,Clinton,Hunterdon,NJ,08809-2004,3/8/2019 7:53,17.1,11.7,81,30.43,9,NW,3.5,,Day
A-522775,2,3/8/2019 7:48,3/8/2019 8:23,39.81657,-75.067795,0,Left lane closed due to accident on NJ-42 Northbound at Exit 10A NJ-168 Black Horse Pike.,,N South Fwy N,Blackwood,Camden,NJ,8012,3/8/2019 7:54,30,25.2,59,30.43,10,East,4.6,,Day
A-522785,2,3/8/2019 8:11,3/8/2019 8:53,40.916035,-74.054459,0,Right and center lane closed due to accident on NJ-4 Westbound near Bergen Town Center Dr.,,E State Route 4,Paramus,Bergen,NJ,7652,3/8/2019 7:51,25,19.3,60,30.44,10,North,4.6,,Day
A-522790,2,3/8/2019 8:22,3/8/2019 8:56,40.768684,-74.023514,0,Left lane blocked due to accident on NJ-495 Eastbound after Marginal Hwy.,,Park Ave,Weehawken,Hudson,NJ,7086,3/8/2019 8:51,28.9,,45,30.42,10,North,,,Day
A-522793,3,3/8/2019 8:40,3/8/2019 9:29,40.701855,-74.139481,0,Left lane blocked due to accident on I-78 NJ Tpke (Hudson County Ext) Westbound before Exit 14A Port Jersey Blvd.,,Casciano Memorial Bridge,Newark,Essex,NJ,7114,3/8/2019 8:51,28,21.7,53,30.43,10,North,5.8,,Day
A-522794,2,3/8/2019 8:44,3/8/2019 9:32,40.69463,-74.260933,0,Right lane blocked due to accident on Garden State Pkwy Northbound at Exits 140 140A 140B US-22.,,Morris Ave,Union,Union,NJ,7083,3/8/2019 8:51,28,21.7,53,30.43,10,North,5.8,,Day
A-522803,2,3/8/2019 9:24,3/8/2019 9:54,40.865124,-74.181984,0,One lane blocked due to accident on NJ-3 Westbound at CR-623 Grove St.,,State Route 3,Clifton,Passaic,NJ,7013,3/8/2019 9:53,27,,49,30.45,10,Calm,,,Day
A-522809,3,3/8/2019 10:30,3/8/2019 10:59,40.854153,-73.965897,0,1 toll lane blocked due to accident on George Washington Bridge Upper Level Northbound at Exits 72 72A 72B 73 73-74 I-95 Hov Ln.,,US-1 N,Fort Lee,Bergen,NJ,7024,3/8/2019 10:51,32,,44,30.4,10,Calm,,,Day
A-522816,3,3/8/2019 12:57,3/8/2019 13:26,40.71442,-74.222496,0,Three right lane blocked due to accident on I-78 Eastbound at CR-602 Lyons Ave.,,Lyons Ave,Newark,Essex,NJ,7112,3/8/2019 12:51,37,29.8,41,30.36,10,West,10.4,,Day
A-522817,2,3/8/2019 12:59,3/8/2019 13:28,40.275181,-74.705956,0,Right lane blocked and right hand shoulder blocked due to accident on US-1 Brunswick Pike Southbound before Bakers Basin Rd / Franklin Corner Rd.,114,Bakers Basin Rd,Lawrence Township,Mercer,NJ,08648-3306,3/8/2019 12:53,35.1,29.3,44,30.35,10,West,6.9,,Day
A-522818,2,3/8/2019 13:32,3/8/2019 14:00,40.281853,-74.698105,0,All lane blocked due to accident on US-1 Brunswick Pike Southbound at I-295. Traffic getting by on the shoulder.,,US Highway 1,Lawrence Township,Mercer,NJ,8648,3/8/2019 13:53,37,34.5,41,30.3,10,Variable,3.5,,Day
A-522820,2,3/8/2019 14:26,3/8/2019 14:54,39.763748,-75.048294,0,Right lane blocked due to accident on NJ-42 Atlantic City Expy Southbound at NJ-168 Washington Twp.,5901,Route 42,Blackwood,Gloucester,NJ,08012-1469,3/8/2019 14:54,41,34.3,43,30.29,10,South,11.5,,Day
A-522821,3,3/8/2019 15:00,3/8/2019 15:29,40.731392,-74.125099,0,Left lane blocked due to accident on I-95 Northbound at I-95 Exit 15E.,,New Jersey Tpke N,Newark,Essex,NJ,7105,3/8/2019 14:51,37.9,31.5,45,30.29,10,South,9.2,,Day
